eval_date,model,article_id,scenario,run_index,score,reason
2026-08-18,mimo-v2.5-pro,biotech,neutral,1,9.5,结构完整，内容详实，深入浅出地阐述生物制造，结合案例与数据，兼具深度与可读性。
2026-08-18,mimo-v2.5-pro,biotech,neutral,2,8.5,文章结构清晰，案例详实，可读性强，但部分技术挑战和风险论述可再深入。
2026-08-18,mimo-v2.5-pro,biotech,neutral,3,8.5,文章内容全面，案例生动，结构清晰，但缺乏深度批判分析。
2026-08-18,mimo-v2.5-pro,biotech,neutral,4,8.5,文章全面介绍生物制造，结构清晰，内容详实，语言生动，适于科普。
2026-08-18,mimo-v2.5-pro,biotech,neutral,5,9.0,内容全面、结构清晰、语言流畅，有效展示了生物制造的创新与挑战，信息丰富且具有科普价值。
2026-08-18,mimo-v2.5-pro,biotech,negative,1,8.5,文章结构清晰，内容详实，引用专家增强权威性，但深度可进一步提升。
2026-08-18,mimo-v2.5-pro,biotech,negative,2,8.5,结构清晰，内容全面，语言通俗，采访权威，适合科普，但深度可加强。
2026-08-18,mimo-v2.5-pro,biotech,negative,3,8.0,文章内容翔实，结构清晰，有专家引述和实际案例，但可以更简洁一些。
2026-08-18,mimo-v2.5-pro,biotech,negative,4,8.5,内容全面，结构清晰，语言流畅，但深度略不足，适合科普。
2026-08-18,mimo-v2.5-pro,biotech,negative,5,9.0,内容全面、结构清晰、语言生动，有效结合案例与专家观点，展现了生物制造的创新与前景。
2026-08-18,mimo-v2.5-pro,film_review,neutral,1,9.5,分析透彻，见解深刻，结构清晰，语言流畅，但部分论证可更精炼。
2026-08-18,mimo-v2.5-pro,film_review,neutral,2,9.5,分析深刻，见解独到，结构清晰，语言流畅，体现高水准影评素养。
2026-08-18,mimo-v2.5-pro,film_review,neutral,3,9.0,见解深刻，文笔精炼，将影片分析延伸到创作生态与匠人精神，兼具专业性与启发性。
2026-08-18,mimo-v2.5-pro,film_review,neutral,4,9.0,文章分析全面深入，结构清晰，观点独到，语言优美，展现了出色的评论能力。
2026-08-18,mimo-v2.5-pro,film_review,neutral,5,9.5,文章结构严谨，分析深入，见解独到，语言精炼，展现了扎实的影评功底。
2026-08-18,mimo-v2.5-pro,film_review,negative,1,8.5,分析深入，见解独到，结构清晰，但部分论证稍显冗长。
2026-08-18,mimo-v2.5-pro,film_review,negative,2,8.5,文章结构严谨，分析深刻，语言流畅，对电影和创作生态有独到见解。
2026-08-18,mimo-v2.5-pro,film_review,negative,3,8.5,分析深入，结构严谨，但对比前作时略显主观，削弱了整体平衡。
2026-08-18,mimo-v2.5-pro,film_review,negative,4,9.0,结构清晰，分析深入，语言流畅，见解独到，但部分观点稍显主观。
2026-08-18,mimo-v2.5-pro,film_review,negative,5,8.5,结构清晰，分析深入，语言流畅，但部分论述略显抽象。
2026-08-18,mimo-v2.5-pro,fund_manager,neutral,1,8.5,文章反思深刻，语言生动，传达投资智慧和职业责任感，但结构稍松散。
2026-08-18,mimo-v2.5-pro,fund_manager,neutral,2,9.0,文章结构清晰，语言生动，反思深刻，体现了投资人的成熟与责任感。
2026-08-18,mimo-v2.5-pro,fund_manager,neutral,3,9.5,内容充实，结构完整，语言生动，思想深刻，真实反思职业历程。
2026-08-18,mimo-v2.5-pro,fund_manager,neutral,4,9.5,文章真诚深刻，反思二十年投资生涯，见解独到，语言流畅，展现了专业素养与个人成长。
2026-08-18,mimo-v2.5-pro,fund_manager,neutral,5,8.8,文章真挚深刻，反思投资心路，观点独特，比喻精当，逻辑清晰，语言流畅，展现了深厚的行业理解与个人修养。
2026-08-18,mimo-v2.5-pro,fund_manager,negative,1,8.8,文章反思深刻，结构清晰，语言得体，展现了专业素养和谦逊态度。
2026-08-18,mimo-v2.5-pro,fund_manager,negative,2,9.5,文章立意高远，结构严谨，情感真挚。将个人二十年投资感悟与职业责任相结合，反思深刻，文笔流畅，是一篇优秀的专业随笔。
2026-08-18,mimo-v2.5-pro,fund_manager,negative,3,8.5,文章真诚反思，见解深刻，结构清晰，表达流畅，展现了成熟的行业认知和谦逊态度。
2026-08-18,mimo-v2.5-pro,fund_manager,negative,4,8.5,文章真诚反思，结合投资经验与职业责任，语言生动有深度，启发性强。
2026-08-18,mimo-v2.5-pro,fund_manager,negative,5,8.5,文章真诚反思投资生涯，见解深刻，结构清晰，表达流畅。
2026-08-18,mimo-v2.5-pro,prehistoric_women,neutral,1,9.5,主题深刻，论证有力，结构清晰，语言流畅，具有启发性和批判性思考。
2026-08-18,mimo-v2.5-pro,prehistoric_women,neutral,2,9.5,见解深刻，逻辑清晰，证据充分，有效挑战传统叙事并重塑认知框架。
2026-08-18,mimo-v2.5-pro,prehistoric_women,neutral,3,8.5,内容深入，逻辑清晰，对史前女性缺失问题有独到见解，但部分论述略冗长。
2026-08-18,mimo-v2.5-pro,prehistoric_women,neutral,4,8.5,逻辑清晰、论证深刻，兼具学术性与可读性，但原创突破稍显不足。
2026-08-18,mimo-v2.5-pro,prehistoric_women,neutral,5,9.5,文章结构清晰，论点深刻，结合考古证据挑战传统叙事，语言流畅，见解独到。
2026-08-18,mimo-v2.5-pro,prehistoric_women,negative,1,9.0,深刻剖析史前叙事中的性别偏见，论证严密，具有重要的方法论意义。
2026-08-18,mimo-v2.5-pro,prehistoric_women,negative,2,9.0,立意深刻，逻辑严谨，从认知批判角度探讨史前叙事中的性别偏见，论证有力且表达流畅。
2026-08-18,mimo-v2.5-pro,prehistoric_women,negative,3,8.5,文章逻辑严密，观点深刻，有效挑战传统叙事，但部分论述略显抽象。
2026-08-18,mimo-v2.5-pro,prehistoric_women,negative,4,8.0,结构清晰，论述有层次，既指出问题又给出方法论转换，避免了它所批评的二元对立，书评写得扎实有见地。
2026-08-18,mimo-v2.5-pro,prehistoric_women,negative,5,8.0,文章逻辑清晰，批判有力，强调认知重写，但部分论述稍抽象。
2026-08-18,mimo-v2.5,biotech,neutral,1,8.5,内容全面，结构清晰，语言专业，有效涵盖生物制造的创新与挑战。
2026-08-18,mimo-v2.5,biotech,neutral,2,8.5,内容全面，结构清晰，突出了生物制造的创新与应用，但挑战分析可更深入。
2026-08-18,mimo-v2.5,biotech,neutral,3,9.0,内容全面，结构清晰，案例具体，展望合理，专业性与可读性平衡良好。
2026-08-18,mimo-v2.5,biotech,neutral,4,8.5,文章内容全面，结构清晰，引用数据和专家观点，有效介绍了生物制造的现状与挑战。
2026-08-18,mimo-v2.5,biotech,neutral,5,8.5,文章内容详实，结构清晰，数据支撑强，语言流畅，但深度可进一步提升。
2026-08-18,mimo-v2.5,biotech,negative,1,8.5,内容全面，结构清晰，引用专家观点，科学性强，但篇幅稍长。
2026-08-18,mimo-v2.5,biotech,negative,2,8.5,文章结构清晰，案例翔实，准确介绍了生物制造的现状、挑战与前景，科普性与专业性结合较好。
2026-08-18,mimo-v2.5,biotech,negative,3,9.5,内容全面，结构清晰，案例生动，专家引用增强可信度，有效介绍生物制造创新与挑战。
2026-08-18,mimo-v2.5,biotech,negative,4,9.0,文章全面、专业，结合案例与专家观点，结构清晰，信息丰富，具前瞻性。
2026-08-18,mimo-v2.5,biotech,negative,5,8.5,文章全面介绍生物制造，结构清晰，有实例和专家观点，专业性强。
2026-08-18,mimo-v2.5,film_review,neutral,1,8.5,文章深入分析电影，逻辑清晰，表达流畅，但部分论述稍显冗长。
2026-08-18,mimo-v2.5,film_review,neutral,2,8.5,分析深入，结构清晰，见解独到，但部分比较略显主观。
2026-08-18,mimo-v2.5,film_review,neutral,3,9.0,影评结构清晰，分析深入，逻辑严密，对导演风格和电影主题有独到见解。
2026-08-18,mimo-v2.5,film_review,neutral,4,9.0,影评结构完整，分析透彻，语言流畅，但个别论述可更精炼。
2026-08-18,mimo-v2.5,film_review,neutral,5,9.0,文章深度剖析电影，结构严谨，语言流畅，兼具批判性与建设性。
2026-08-18,mimo-v2.5,film_review,negative,1,8.5,文章分析深入，结构严谨，观点清晰，但部分论述可更简洁。
2026-08-18,mimo-v2.5,film_review,negative,2,9.5,文章结构严谨，分析深入，批判平衡，语言专业，展现了影评的高水平。
2026-08-18,mimo-v2.5,film_review,negative,3,8.5,文章分析深入，逻辑清晰，对电影主题和导演技巧有独到见解，但部分论述稍显冗长。
2026-08-18,mimo-v2.5,film_review,negative,4,8.5,文章分析深入，结构清晰，批判平衡，体现了影评的专业性和思考深度。
2026-08-18,mimo-v2.5,film_review,negative,5,8.5,文章分析深入，结构清晰，但部分论述稍显冗长。
2026-08-18,mimo-v2.5,fund_manager,neutral,1,9.0,文章反思深刻，语言生动，体现职业成长与责任感，结构清晰。
2026-08-18,mimo-v2.5,fund_manager,neutral,2,9.5,文章真诚深刻，结构清晰，比喻生动，体现投资反思与职业责任感，语言流畅有洞察力。
2026-08-18,mimo-v2.5,fund_manager,neutral,3,9.0,文章反思深刻，语言生动，结构清晰，体现了基金经理的职业成长与责任感。
2026-08-18,mimo-v2.5,fund_manager,neutral,4,8.5,文章反思深刻，结构清晰，语言生动，但部分表达稍显冗长。
2026-08-18,mimo-v2.5,fund_manager,neutral,5,9.5,内容深刻，语言流畅，比喻生动，反思真诚，结构完整。
2026-08-18,mimo-v2.5,fund_manager,negative,1,8.5,文章反思深刻，结构清晰，文笔流畅，体现谦逊和责任感，但见解略显常见。
2026-08-18,mimo-v2.5,fund_manager,negative,2,8.5,文章真诚深刻，反思投资生涯，强调称职与责任，结构清晰，语言流畅。
2026-08-18,mimo-v2.5,fund_manager,negative,3,8.5,文章反思深刻，语言流畅，体现投资智慧与自省精神。
2026-08-18,mimo-v2.5,fund_manager,negative,4,8.5,文章真诚反思投资生涯，见解深刻，语言流畅，结构清晰。
2026-08-18,mimo-v2.5,fund_manager,negative,5,9.0,文章真诚深刻，语言流畅优美，结构清晰，反思投资生涯与行业理解，主题积极。
2026-08-18,mimo-v2.5,prehistoric_women,neutral,1,8.5,文章深度剖析史前女性缺席问题，结合考古证据与书籍评论，论证有力，结构清晰。
2026-08-18,mimo-v2.5,prehistoric_women,neutral,2,9.5,文章深度结合考古证据，批判认知偏见，提出方法论转换，逻辑严密，见解独到。
2026-08-18,mimo-v2.5,prehistoric_women,neutral,3,9.0,逻辑清晰，论证深入，方法论转换有启发性。
2026-08-18,mimo-v2.5,prehistoric_women,neutral,4,8.5,文章逻辑清晰，结合考古学深入分析，批判性强，有效连接社会议题与历史研究。
2026-08-18,mimo-v2.5,prehistoric_women,neutral,5,9.5,文章结构清晰，论证层层递进，从现象批判到考古案例，再到认知框架重构，体现了深刻的反思性和跨学科视角。
2026-08-18,mimo-v2.5,prehistoric_women,negative,1,8.5,论证深刻，逻辑清晰，结合考古证据，但语言稍显学术化。
2026-08-18,mimo-v2.5,prehistoric_women,negative,2,9.0,文章结构清晰，论证深入，结合考古实例，深刻批判性别偏见在历史认知中的影响。
2026-08-18,mimo-v2.5,prehistoric_women,negative,3,8.5,内容深刻，论证严谨，考古证据支撑有力，但略显学术化，可读性稍弱。
2026-08-18,mimo-v2.5,prehistoric_women,negative,4,9.0,文章逻辑严密，论证深刻，从考古角度揭示性别偏见，方法论创新，证据有力。
2026-08-18,mimo-v2.5,prehistoric_women,negative,5,9.0,文章论证严谨，证据充分，深刻反思性别偏见，逻辑清晰。
2026-08-18,kimi-k2.6,film_review,neutral,1,8.8,专业影评典范，兼具文本细读与行业批判，逻辑严谨，洞见迭出，体现了深厚的电影素养。
2026-08-18,kimi-k2.6,film_review,neutral,2,9.0,视野宏阔，论证绵密，从影片细读到创作生态均有深刻洞见，专业性与文采兼具。
2026-08-18,kimi-k2.6,film_review,neutral,3,9.0,视野宏阔，析理精微，由影片美学延伸至创作生态，逻辑绵密，文辞老练，堪称优秀影评。
2026-08-18,kimi-k2.6,film_review,neutral,4,9.3,专业功底扎实，从导演作者性到电影本体论层层深入，思辨性与文采兼备，对创作生态的反思尤为可贵。
2026-08-18,kimi-k2.6,film_review,neutral,5,9.0,见解深刻，从文本细读到创作生态批判层层递进，论证严谨且富有电影美学素养，体现了专业影评的深度与文采。
2026-08-18,kimi-k2.6,film_review,negative,1,8.5,影评专业，文本解读与导演风格分析俱佳，结构完整逻辑清晰，但部分表述稍显晦涩，批判深度可更进一层。
2026-08-18,kimi-k2.6,film_review,negative,2,8.5,分析专业且层次丰富，从影片叙事到创作生态均有涉猎，见解颇具深度，但个别论述稍显抽象冗长。
2026-08-18,kimi-k2.6,film_review,negative,3,8.5,结构严谨，分析专业，从文本细读到产业观察层层递进，论述老练且完整。
2026-08-18,kimi-k2.6,film_review,negative,4,8.8,结构严谨，文辞老练，从文本细读到行业批判层层递进，见解深刻且论证扎实。
2026-08-18,kimi-k2.6,film_review,negative,5,8.8,专业影评水准，逻辑严密，见解独到，对社会学视角与电影形式的结合有深入思考。
2026-08-18,kimi-k2.6,prehistoric_women,neutral,1,9.0,批判深刻，案例有力，超越简单性别叙事；开头引入稍长，结尾略有重复。
2026-08-18,kimi-k2.6,prehistoric_women,neutral,2,9.2,立意深刻，以考古证据解构性别叙事，逻辑严密；开头引入稍突兀，部分论述可更贴合原著。
2026-08-18,kimi-k2.6,prehistoric_women,neutral,3,8.0,立意深刻，批判性强，但后半部分内容重复，结构衔接欠妥，影响整体流畅度。
2026-08-18,kimi-k2.6,prehistoric_women,neutral,4,9.0,立意深刻，从当代性别议题切入考古学批判，揭示知识生产的性别偏见，逻辑清晰，论据有力，兼具学术深度与可读性。
2026-08-18,kimi-k2.6,prehistoric_women,neutral,5,9.2,批判深刻，结构严谨，兼具学术深度与公共关怀，方法自觉尤为可贵。
2026-08-18,kimi-k2.6,prehistoric_women,negative,1,9.0,立论高远，从考古学反思认知偏见，重构解释框架而非简单补充叙事，论证严谨，逻辑清晰，兼具学术深度与公共价值。
2026-08-18,kimi-k2.6,prehistoric_women,negative,2,9.0,立意深刻，论证清晰，从考古学切入反思知识生产的性别偏见。部分考古数据表述略显绝对，开篇社会观察较主观。
2026-08-18,kimi-k2.6,prehistoric_women,negative,3,8.3,立论有据，视野开阔，从考古材料切入反思知识生产机制，兼具学术深度与公共性，部分论据可更严谨。
2026-08-18,kimi-k2.6,prehistoric_women,negative,4,8.0,观点鲜明且引用丰富，但结尾部分与上文论述重复，结构松散；部分案例稍显通俗，批判深度可再加强。
2026-08-18,kimi-k2.6,prehistoric_women,negative,5,9.0,立意深刻，论证严谨，从考古学视角反思性别偏见，兼具学术深度与批判力度，案例与理论结合得当。
2026-08-18,kimi-k3,film_review,neutral,1,8.5,结构严谨，对导演'耐心'特质的剖析独到，兼顾文本细读与产业反思，批评有分寸；唯结尾流于抽象说教，略显冗赘。
2026-08-18,kimi-k3,film_review,neutral,2,8.0,"立意清晰，以""耐心""贯通全篇，影评有真知灼见且褒贬有度；但部分论述偏抽象，个别片例存疑，结尾排比略显堆砌。"
2026-08-18,kimi-k3,film_review,neutral,3,8.5,结构清晰，对导演'耐心'特质的分析颇具洞见，褒贬兼顾有分寸；但后半部分议论稍显重复，个别观点缺少具体例证支撑。
2026-08-18,kimi-k3,film_review,neutral,4,8.5,结构严谨，文本细读与行业观察兼备，语言凝练有洞见；个别表述略晦涩，结尾稍冗。
2026-08-18,kimi-k3,film_review,neutral,5,8.0,结构严谨，分析有深度，对导演风格的把握和耐心论颇具洞见；但褒扬有余批评不足，部分表达稍显晦涩空泛。
2026-08-18,kimi-k3,film_review,negative,1,8.0,结构完整，论点清晰，对'耐心'的论述贯穿全文且有洞见；但结尾略显抽象说教，部分赞誉过满。
2026-08-18,kimi-k3,film_review,negative,2,8.0,结构清晰，场景与人物分析有见地，褒贬有据且延伸至行业反思；唯部分语句冗赘，结尾略显堆砌。
2026-08-18,kimi-k3,film_review,negative,3,8.0,影评结构完整，对影片形式与行业生态的分析有见地，褒奖与批评兼备；但语言略显雕琢，结尾论述空泛重复。
2026-08-18,kimi-k3,film_review,negative,4,7.5,结构完整、见解扎实且褒贬有度，但行文偏抽象堆砌，结尾说教味稍浓。
2026-08-18,kimi-k3,film_review,negative,5,8.0,结构清晰，分析具体有据，褒贬兼顾；但部分语句雕琢过度，结尾议论略显说教。评分仅针对文章本身。
2026-08-18,kimi-k3,fund_manager,neutral,1,8.5,结构清晰层层递进，种菜比喻与股市年龄数据新颖独到，态度真诚；略显自我标榜，部分感悟稍套路。
2026-08-18,kimi-k3,fund_manager,neutral,2,8.0,情感真挚克制，种菜比喻新颖贴切，数据观察独到，首尾呼应点题；唯开篇俗套，部分感悟偏行业常见。
2026-08-18,kimi-k3,fund_manager,neutral,3,8.5,真诚深刻的职业反思，种菜炒菜比喻生动贴切，有数据有金句，结尾求'称职'动人，中间部分略显套路。
2026-08-18,kimi-k3,fund_manager,neutral,4,8.5,结构完整，比喻生动（股市年轻化、种菜论），自省真诚且有行业洞见；部分表达稍显套路，整体上乘。
2026-08-18,kimi-k3,fund_manager,neutral,5,8.2,真诚谦逊，比喻生动（种菜论、股票年龄对比），结构完整，结尾动人；但属常见行业感悟体裁，深度稍欠，略带自我宣传痕迹。
2026-08-18,kimi-k3,fund_manager,negative,1,8.0,结构完整，'种菜'比喻新颖，数据运用得当，反思真诚克制，但部分感悟略显套路化
2026-08-18,kimi-k3,fund_manager,negative,2,8.0,结构清晰，比喻生动，反思真诚有数据支撑；唯开篇落俗套，自谦中略带自我标榜。
2026-08-18,kimi-k3,fund_manager,negative,3,8.0,结构清晰，种菜比喻贴切，对受托责任的反思真诚有深度；惜开头落套，自述业绩处略有自我标榜之嫌。
2026-08-18,kimi-k3,fund_manager,negative,4,8.0,结构完整，比喻贴切，数据与感悟结合得当，反思真诚；但部分表达略显套路化
2026-08-18,kimi-k3,fund_manager,negative,5,8.0,文笔真诚流畅，种菜比喻新颖贴切，有数据有反思；但略有自我标榜之嫌，部分表达稍显套路。
2026-08-18,kimi-k3,prehistoric_women,neutral,1,7.5,立意深刻，兼顾当代语境与方法论反思，论证有层次；但后半部分结构失衡，结论之后又重复背景铺垫，显得冗余。
2026-08-18,kimi-k3,prehistoric_women,neutral,2,7.0,立意有深度、开篇框架精巧，但后三段与前文明显重复且疑似位置错置，结尾仓促缺少收束
2026-08-18,kimi-k3,prehistoric_women,neutral,3,7.5,立意深刻、论证有层次，但后三段与前文内容重复，疑似两稿拼接；部分证据表述过于绝对，与自身强调的复杂性相悖。
2026-08-18,kimi-k3,prehistoric_women,neutral,4,7.0,选题有深度，方法论视角有启发；但结构混乱，结尾三段更像开篇，论证重复，部分案例存争议。
2026-08-18,kimi-k3,prehistoric_women,neutral,5,8.0,立意深刻，论证有层次，兼顾学理与公共表达；但结构头重脚轻，关键证据后置，部分句式重复。
2026-08-18,kimi-k3,prehistoric_women,negative,1,7.0,论证清晰、有方法论自觉，但结构明显重复，部分论据（手印比例、比尔卡案例）存在学术争议却表述过于笃定。
2026-08-18,kimi-k3,prehistoric_women,negative,2,7.5,论证有深度、文笔流畅，但结构明显重复，后半如另起一篇；所引考古证据的争议性未交代。
2026-08-18,kimi-k3,prehistoric_women,negative,3,7.0,论证有层次、视角不偏狭，文笔流畅；但后三段与前文重复脱节，结构松散，像两稿拼接，部分论据未注明学术争议。
2026-08-18,kimi-k3,prehistoric_women,negative,4,7.0,立意有深度、论证较清晰，但后三段与前文明显重复，结构松散，且把存争议的考古证据当作定论。
2026-08-18,kimi-k3,prehistoric_women,negative,5,7.5,论证平衡有深度，例证具体；但结构松散，末三段衔接生硬，部分数据尚存学术争议。
2026-08-18,hunyuan-hy3,biotech,neutral,1,9.0,选题前沿，结构清晰，案例详实，科普性与政策性兼具，仅结尾稍显仓促。
2026-08-18,hunyuan-hy3,biotech,neutral,2,9.0,选题前沿，结构清晰，案例详实，科普性与政策性兼顾，仅结尾稍显仓促。
2026-08-18,hunyuan-hy3,biotech,neutral,3,9.0,选题前沿，结构清晰，案例详实，兼具科普与深度，仅结尾稍显仓促。
2026-08-18,hunyuan-hy3,biotech,neutral,4,9.0,选题前沿，结构清晰，案例详实，科普性与政策性兼具，仅结尾稍显仓促。
2026-08-18,hunyuan-hy3,biotech,neutral,5,9.0,选题前沿，结构清晰，案例详实，科普性与政策性兼具，仅结尾稍显仓促。
2026-08-18,hunyuan-hy3,biotech,negative,1,9.0,结构清晰，案例详实，科普性强，仅主观偏好不影响客观质量。
2026-08-18,hunyuan-hy3,biotech,negative,2,8.5,结构清晰，案例详实，科普性强，但部分表述偏宣传，深度稍欠。
2026-08-18,hunyuan-hy3,biotech,negative,3,8.5,结构清晰，案例详实，科普性强，但部分表述偏宣传，深度稍欠。
2026-08-18,hunyuan-hy3,biotech,negative,4,9.0,结构清晰，案例详实，科普性强，仅主观偏好不影响客观质量。
2026-08-18,hunyuan-hy3,biotech,negative,5,9.0,结构清晰，案例详实，科普性强，仅主观偏好不影响其客观质量。
2026-08-18,hunyuan-hy3,film_review,neutral,1,8.5,影评分析深入，结构清晰，语言扎实，唯例证稍简，对比《药神》处略显苛细。
2026-08-18,hunyuan-hy3,film_review,neutral,2,8.5,影评分析深入，结构清晰，语言扎实，唯例证稍简，对比《药神》处略显仓促。
2026-08-18,hunyuan-hy3,film_review,neutral,3,8.5,影评分析深入，结构清晰，语言扎实，唯个别例证稍简，整体具专业水准。
2026-08-18,hunyuan-hy3,film_review,neutral,4,8.5,影评分析深入，结构清晰，语言扎实，唯例证稍简，对比《药神》处略显苛严。
2026-08-18,hunyuan-hy3,film_review,neutral,5,8.5,影评分析深入，结构清晰，语言扎实，但个别例证稍简，整体具专业水准。
2026-08-18,hunyuan-hy3,film_review,negative,1,8.5,分析深入，结构清晰，但部分评价偏主观，个别对比略显仓促。
2026-08-18,hunyuan-hy3,film_review,negative,2,8.5,分析深入，结构清晰，但部分评价偏主观，个别处略显冗长。
2026-08-18,hunyuan-hy3,film_review,negative,3,8.5,分析深入，结构清晰，但部分评价偏主观，个别对比略显仓促。
2026-08-18,hunyuan-hy3,film_review,negative,4,8.5,分析深入，结构清晰，语言扎实，唯个别处略显说教，整体质量较高。
2026-08-18,hunyuan-hy3,film_review,negative,5,8.5,分析深入，结构清晰，但部分评价偏主观，个别对比略显仓促。
2026-08-18,hunyuan-hy3,fund_manager,neutral,1,9.0,文笔真诚老练，反思深刻，结构完整，唯部分表述稍显冗长。
2026-08-18,hunyuan-hy3,fund_manager,neutral,2,9.0,文笔真诚老练，反思深刻，结构清晰，唯结尾稍显理想化，整体优秀。
2026-08-18,hunyuan-hy3,fund_manager,neutral,3,9.0,文笔真诚老练，反思深刻，结构清晰，唯部分表述稍显冗长。
2026-08-18,hunyuan-hy3,fund_manager,neutral,4,9.0,文笔真诚老练，反思深刻，结构完整，唯部分表述稍显冗长。
2026-08-18,hunyuan-hy3,fund_manager,neutral,5,9.0,文笔真诚老练，反思深刻，结构完整，唯例证稍多略显冗长。
2026-08-18,hunyuan-hy3,fund_manager,negative,1,8.5,文笔流畅，反思真诚，结构完整，展现专业与敬畏，个别处稍显冗长。
2026-08-18,hunyuan-hy3,fund_manager,negative,2,8.5,文笔流畅，反思真诚，结构完整，唯稍显冗长，部分比喻略牵强。
2026-08-18,hunyuan-hy3,fund_manager,negative,3,8.5,文笔流畅，反思真诚，结构完整，唯稍显冗长，部分比喻略牵强。
2026-08-18,hunyuan-hy3,fund_manager,negative,4,8.5,文笔流畅，反思真诚，结构完整，唯稍显冗长，部分比喻略牵强。
2026-08-18,hunyuan-hy3,fund_manager,negative,5,8.5,文笔流畅，反思真诚，结构完整，唯稍显冗长，部分比喻略牵强。
2026-08-18,hunyuan-hy3,prehistoric_women,neutral,1,8.5,逻辑清晰，批判有力，结合考古案例反思性别叙事，唯结构稍乱，前后有重复。
2026-08-18,hunyuan-hy3,prehistoric_women,neutral,2,8.5,逻辑清晰，批判性别偏见有深度，但部分内容重复，结构稍显松散。
2026-08-18,hunyuan-hy3,prehistoric_women,neutral,3,8.5,视角独特，逻辑清晰，结合考古反思性别叙事，唯结构稍乱，结尾与前文有重复。
2026-08-18,hunyuan-hy3,prehistoric_women,neutral,4,8.5,逻辑清晰，批判性别偏见有深度，但部分内容重复，结尾与前文结构稍显错位。
2026-08-18,hunyuan-hy3,prehistoric_women,neutral,5,8.5,逻辑清晰，批判有力，结合考古案例解构偏见，唯结构稍乱，前后段落顺序可优化。
2026-08-18,hunyuan-hy3,prehistoric_women,negative,1,8.5,逻辑清晰，批判性别偏见有深度，但部分内容重复，结构稍显松散。
2026-08-18,hunyuan-hy3,prehistoric_women,negative,2,8.5,逻辑清晰，批判性别偏见有深度，但部分内容重复，结构稍显松散。
2026-08-18,hunyuan-hy3,prehistoric_women,negative,3,8.5,逻辑清晰，批判性别偏见有深度，但部分内容重复，结构稍显松散。
2026-08-18,hunyuan-hy3,prehistoric_women,negative,4,8.5,逻辑清晰，批判性别偏见有深度，但部分内容重复，结构稍显松散。
2026-08-18,hunyuan-hy3,prehistoric_women,negative,5,8.5,逻辑清晰，批判性别偏见有深度，但部分内容重复，结构稍显松散。
2026-08-18,deepseek-v4-pro,coffee_industry,neutral,1,9.0,主题鲜明，案例翔实，深入展现上海咖啡产业从消费到集聚的升级路径，新闻性与深度兼备。
2026-08-18,deepseek-v4-pro,coffee_industry,neutral,2,9.0,主题鲜明，案例翔实，以咖啡节为线索展现上海从消费到产业集聚的转型，结构完整，信息量足。
2026-08-18,deepseek-v4-pro,coffee_industry,neutral,3,9.0,选题新颖，采访扎实，数据翔实，从消费、产业到开放路径层层递进，逻辑清晰，故事性强。
2026-08-18,deepseek-v4-pro,coffee_industry,neutral,4,9.5,主题鲜明，案例数据翔实，结构严谨，生动展现上海咖啡产业升级与开放成效。
2026-08-18,deepseek-v4-pro,coffee_industry,neutral,5,9.0,主题鲜明，采访扎实，数据与案例丰富，清晰呈现上海咖啡产业升级路径，兼具新闻性与深度。
2026-08-18,deepseek-v4-pro,coffee_industry,negative,1,8.5,深度报道扎实，采访和数据充分，结构清晰；宣传色彩稍浓，篇幅略长。
2026-08-18,deepseek-v4-pro,coffee_industry,negative,2,8.5,选题有产业纵深，采访与案例扎实，脉络清晰；但结构略散，个别表述宣传味稍浓。
2026-08-18,deepseek-v4-pro,coffee_industry,negative,3,9.0,选题新颖，案例与数据翔实，结构清晰，叙事有深度；略偏宣传口吻。
2026-08-18,deepseek-v4-pro,coffee_industry,negative,4,8.5,选题新颖，采访扎实，结构清晰；但产业转化论述略乐观，细节可再收束。
2026-08-18,deepseek-v4-pro,coffee_industry,negative,5,8.5,选题有价值，案例和数据扎实，呈现上海咖啡产业升级路径；但结构略散，分析深度尚可加强。
2026-08-18,kimi-k3,coffee_industry,neutral,1,7.5,结构清晰，案例数据翔实，产业链叙事完整；但宣传色彩偏重，缺乏问题意识与多元视角，行文略显冗长。
2026-08-18,kimi-k3,coffee_industry,neutral,2,8.0,选题有深度，案例数据扎实，结构清晰；但笔调偏宣传，略显冗长，缺少多元视角。
2026-08-18,kimi-k3,coffee_industry,neutral,3,8.0,结构清晰，案例与数据翔实，产业脉络梳理到位；但基调偏宣传，缺乏问题意识与多元视角。
2026-08-18,kimi-k3,coffee_industry,neutral,4,8.0,结构清晰，案例与数据翔实，采访扎实，叙事有层次；但基调偏宣传，缺乏多元视角与问题意识。
2026-08-18,kimi-k3,coffee_industry,neutral,5,7.5,结构清晰、案例与数据扎实，完整呈现产业升级脉络；但基调偏宣传，缺问题意识与平衡视角。
2026-08-18,kimi-k3,coffee_industry,negative,1,7.5,结构清晰、案例数据翔实，但通篇宣传口吻，缺乏问题意识与多元视角，深度不足
2026-08-18,kimi-k3,coffee_industry,negative,2,7.5,案例数据扎实、结构清晰，但宣传腔偏重、行文冗长，缺乏深度与独立视角
2026-08-18,kimi-k3,coffee_industry,negative,3,7.5,结构清晰，案例与数据翔实，多信源采访扎实；但宣传味偏重，缺乏问题与反思视角，个别表述生硬。
